Class,File,Vertices,Faces,FaceType,Minx,Miny,Minz,Maxx,Maxy,Maxz
AquaticAnimal,m63.obj,1220,2292,"Triangles",0.025,0.025,0.025,0.975,0.724541,0.777238
AquaticAnimal,m64.obj,316,560,"Triangles",0.025,0.025,0.025,0.975,0.545087,0.1789
AquaticAnimal,m65.obj,1283,2394,"Triangles",0.025,0.025,0.025,0.399816,0.604595,0.975
AquaticAnimal,m66.obj,6084,11068,"Triangles",0.025,0.025,0.025,0.445705,0.547553,0.975
AquaticAnimal,m67.obj,14794,29372,"Triangles",0.025,0.025,0.025,0.975,0.2497,0.388988
AquaticAnimal,m68.obj,812,1472,"Triangles",0.025,0.025,0.025,0.975,0.278519,0.18743
AquaticAnimal,m69.obj,409,714,"Triangles",0.025,0.025,0.025,0.357325,0.264776,0.975
AquaticAnimal,m70.obj,385,702,"Triangles",0.025,0.025,0.025,0.454415,0.266076,0.975
AquaticAnimal,m71.obj,526,980,"Triangles",0.025,0.025,0.025,0.32599,0.371535,0.975
AquaticAnimal,m72.obj,437,750,"Triangles",0.025,0.025,0.025,0.456203,0.262828,0.975
AquaticAnimal,m73.obj,365,682,"Triangles",0.025,0.025,0.025,0.975,0.610865,0.376181
AquaticAnimal,m74.obj,308,500,"Triangles",0.025,0.025,0.025,0.354455,0.321596,0.975
AquaticAnimal,m75.obj,352,640,"Triangles",0.025,0.025,0.025,0.538384,0.299311,0.975
AquaticAnimal,m76.obj,2462,4284,"Triangles",0.025,0.025,0.025,0.39593,0.35314,0.975
AquaticAnimal,m77.obj,14410,27300,"Triangles",0.025,0.025,0.025,0.975,0.407994,0.611203
AquaticAnimal,m78.obj,704,1052,"Triangles",0.025,0.025,0.025,0.975,0.51665,0.428181
AquaticAnimal,m79.obj,166,316,"Triangles",0.025,0.025,0.025,0.975,0.256171,0.300958
AquaticAnimal,m80.obj,1366,2604,"Triangles",0.025,0.025,0.025,0.975,0.308883,0.416001
AquaticAnimal,m81.obj,1427,2210,"Triangles",0.025,0.025,0.025,0.4145,0.291,0.975
Bed,D00031.obj,2166,4184,"Triangles",-0.669666,-0.708463,-0.267503,0.930426,0.726534,0.312193
Bed,D00110.obj,2422,4644,"Triangles",-0.8889,-0.718484,-0.220014,0.75223,0.524562,0.339705
Bed,D00121.obj,17909,31222,"Triangles",-0.912283,-0.599669,-0.482021,0.78579,0.858504,0.463209
Bed,D00184.obj,8135,15834,"Triangles",-0.937684,-0.891329,-0.466361,0.750002,0.664602,0.341943
Bed,D00210.obj,25294,43948,"Triangles",-0.667887,-0.532688,-0.412555,0.81694,0.866731,0.546372
Bed,D00213.obj,2764,5424,"Triangles",-0.955079,-0.365319,-0.375599,0.747501,0.50444,0.275625
Bed,D00217.obj,4030,7920,"Triangles",-0.842601,-0.54509,-0.3038,0.881592,0.411619,0.422549
Bed,D00307.obj,3201,6182,"Triangles",-0.820216,-0.833938,-0.213808,0.991699,0.872106,0.392634
Bed,D00322.obj,10767,18614,"Triangles",-0.94314,-0.415536,-0.520955,0.864001,0.599245,0.520602
Bed,D00417.obj,14508,27984,"Triangles",-0.799888,-0.509407,-0.374758,0.796046,0.668083,0.302302
Bed,D00538.obj,9638,18772,"Triangles",-0.838246,-0.479658,-0.325735,0.8386,0.702627,0.411787
Bed,D00545.obj,782,1396,"Triangles",-0.832734,-0.47967,-0.39825,0.876784,0.747412,0.346334
Bed,D00552.obj,8040,15860,"Triangles",-1.05698,-0.719045,-0.464456,0.489625,0.71651,0.232915
Bed,D00565.obj,958,1864,"Triangles",-1.08588,-0.605613,-0.375019,0.602982,0.718594,0.180431
Bed,D00650.obj,4534,8856,"Triangles",-0.863733,-0.550605,-0.421559,0.833154,0.377532,0.282019
Bed,D00735.obj,606,1044,"Triangles",-0.644923,-0.684425,-0.312594,1.11344,0.73777,0.476146
Bed,D00836.obj,2451,4738,"Triangles",-0.795864,-0.365307,-0.304602,0.919097,0.512459,0.597853
Bed,D00839.obj,19939,39362,"Triangles",-0.800648,-0.877287,-0.351917,0.864395,0.569772,0.290771
Bed,D00969.obj,17415,32602,"Triangles",-0.906979,-0.928304,-0.466867,0.798208,0.569391,0.379395
Bed,D00988.obj,768,1200,"Triangles",-0.867888,-0.726326,-0.517681,0.815509,0.426407,0.208921
Bed,m945.obj,9665,18586,"Triangles",0.025,0.025,0.025,0.740004,0.813378,0.975
Bed,m946.obj,449,982,"Triangles",0.025,0.025,0.025,0.494149,0.494147,0.975
Bed,m947.obj,707,1034,"Triangles",0.025,0.025,0.025,0.721994,0.445454,0.975
Bed,m948.obj,6159,11854,"Triangles",0.025,0.025,0.025,0.975,0.893382,0.961408
Bed,m949.obj,1040,2008,"Triangles",0.025,0.025,0.025,0.956207,0.975,0.489954
Bed,m950.obj,613,1090,"Triangles",0.025,0.025,0.025,0.769384,0.889227,0.975
Bed,m951.obj,514,884,"Triangles",0.025,0.025,0.025,0.797947,0.536752,0.975
Bicycle,D00016.obj,4206,7740,"Triangles",-0.914299,-0.44062,-0.209935,0.959955,0.818183,0.177847
Bicycle,D00033.obj,3504,6376,"Triangles",-1.0652,-0.389308,-0.281626,0.878724,0.704617,0.310015
Bicycle,D00040.obj,47552,81448,"Triangles",-0.94097,-0.458162,-0.31764,0.963824,0.744808,0.315601
Bicycle,D00077.obj,23761,44402,"Triangles",-0.846692,-0.658064,-0.363761,1.04491,0.486785,0.288974
Bicycle,D00078.obj,30864,59568,"Triangles",-1.01698,-0.596377,-0.365122,0.86983,0.758111,0.358418
Bicycle,D00462.obj,77234,145916,"Triangles",-0.981432,-0.593991,-0.276838,0.933426,0.611169,0.23777
Bicycle,D00514.obj,10602,19160,"Triangles",-1.00041,-0.554131,-0.218428,0.867701,0.697751,0.17829
Bicycle,D00536.obj,40325,77722,"Triangles",-0.885706,-0.552034,-0.459882,1.02261,0.679221,0.437129
Bicycle,D00555.obj,41517,79930,"Triangles",-0.953013,-0.49476,-0.333261,0.973589,0.757895,0.354566
Bicycle,D00558.obj,25596,47476,"Triangles",-1.01428,-0.539415,-0.283491,0.938784,0.584583,0.236967
Bicycle,D00567.obj,725,1386,"Triangles",-0.923799,-0.503743,-0.288646,0.991099,0.689679,0.266948
Bicycle,D00621.obj,4211,7718,"Triangles",-0.914804,-0.720661,-0.212118,0.956869,0.549773,0.175426
Bicycle,D00708.obj,28388,55104,"Triangles",-0.993872,-0.56247,-0.307887,0.942018,0.649391,0.280766
Bicycle,D00750.obj,4227,7930,"Triangles",-0.811559,-0.818838,-0.167292,1.10338,0.736372,0.439656
Bicycle,D00838.obj,29416,57256,"Triangles",-0.942974,-0.638045,-0.298061,0.971944,0.560247,0.284249
Bicycle,D00847.obj,30764,59424,"Triangles",-0.932407,-0.589276,-0.361317,0.973915,0.732026,0.361906
Bicycle,D00904.obj,7940,14144,"Triangles",-0.959896,-0.599316,-0.196088,0.953013,0.637406,0.191298
Bicycle,D00930.obj,37551,72310,"Triangles",-0.738729,-0.51995,-0.3426,0.994006,0.852751,0.337158
Bicycle,D00931.obj,42796,82860,"Triangles",-0.920573,-0.400919,-0.432948,0.849829,0.684049,0.135958
Bicycle,D00974.obj,9663,18558,"Triangles",-0.843326,-0.583879,-0.210511,1.05063,0.550897,0.209059
Bicycle,m1472.obj,798,1352,"Triangles",0.025,0.025,0.025,0.406458,0.566816,0.975
Bicycle,m1473.obj,3510,6372,"Triangles",0.025,0.025,0.025,0.975,0.557643,0.314071
Bicycle,m1475.obj,9671,18546,"Triangles",0.025,0.025,0.025,0.975,0.513449,0.232333
Bicycle,m1476.obj,728,1392,"Triangles",0.025,0.025,0.025,0.299675,0.574723,0.975
Bicycle,m1477.obj,30830,59532,"Triangles",0.025,0.025,0.025,0.975,0.616046,0.376031
Bicycle,m1478.obj,4217,7738,"Triangles",0.025,0.025,0.025,0.975,0.611666,0.223576
Biplane,D00069.obj,4342,8092,"Triangles",-1.06342,-0.446842,-0.198847,0.905137,0.553446,0.199738
Biplane,D00132.obj,379,626,"Triangles",-0.948872,-0.416782,-0.129309,0.947322,0.85261,0.255501
Biplane,D00178.obj,12612,14832,"Triangles",-0.580523,-0.469202,-0.176893,0.487153,0.592445,0.125855
Biplane,D00199.obj,2886,5088,"Triangles",-1.01653,-0.38886,-0.234302,0.915606,1.07596,0.339116
Biplane,D00246.obj,15637,15890,"Triangles",-0.984595,-0.395955,-0.193048,0.998878,0.632082,0.139304
Biplane,D00276.obj,748,1324,"Triangles",-1.08018,-0.864861,-0.468883,0.699036,0.766394,0.477538
Biplane,D00277.obj,34257,60738,"Triangles",-0.557817,-1.05515,-0.278621,0.804851,0.813411,0.268756
Biplane,D00320.obj,12784,23540,"Triangles",-0.990106,-0.75142,-0.152266,0.984606,0.427939,0.303238
Biplane,D00373.obj,9110,17052,"Triangles",-0.666583,-0.96762,-0.376918,0.863905,0.930583,0.245878
Biplane,D00410.obj,2752,5296,"Triangles",-1.1498,-0.571534,-0.231691,0.772427,0.608046,0.173266
Biplane,D00490.obj,33336,62608,"Triangles",-0.858495,-0.555024,-0.26707,0.970724,0.710541,0.214749
Biplane,D00515.obj,6978,13464,"Triangles",-0.890078,-0.889517,-0.31532,0.687934,0.863811,0.254273
Biplane,D00601.obj,20422,40148,"Triangles",-0.807461,-0.49454,-0.350623,0.820881,0.784118,0.447235
Biplane,D00616.obj,26645,50110,"Triangles",-1.03189,-0.595964,-0.192579,0.95107,0.339843,0.186078
Biplane,D00632.obj,819,1514,"Triangles",-0.845186,-0.93675,-0.236713,0.628879,0.935701,0.317531
Biplane,D00634.obj,52640,101068,"Triangles",-0.958046,-0.738138,-0.336325,0.976882,0.796668,0.259283
Biplane,D00666.obj,555,1010,"Triangles",-1.22452,-0.946743,-0.266142,0.693364,0.962328,0.179309
Biplane,D00854.obj,24859,47830,"Triangles",-0.967073,-0.953196,-0.191033,0.454312,0.980111,0.354826
Biplane,D00890.obj,58540,75168,"Triangles",-0.889169,-0.837059,-0.259336,0.882175,0.766087,0.321112
Biplane,D00900.obj,40673,73506,"Triangles",-1.17911,-0.897227,-0.179258,0.805355,0.482773,0.275993
Biplane,m1118.obj,13347,25558,"Triangles",0.025,0.025,0.025,0.975,0.231623,0.526884
Biplane,m1119.obj,1305,2314,"Triangles",0.025,0.025,0.025,0.975,0.379325,0.815271
Biplane,m1120.obj,82266,159940,"Triangles",0.025,0.025,0.025,0.975,0.370037,0.889139
Biplane,m1121.obj,1344,2560,"Triangles",0.025,0.025,0.025,0.792248,0.975,0.328749
Biplane,m1122.obj,7899,15122,"Triangles",0.025,0.025,0.025,0.93572,0.975,0.304519
Biplane,m1123.obj,1226,2312,"Triangles",0.025,0.025,0.025,0.697675,0.975,0.318427
Biplane,m1124.obj,506,892,"Triangles",0.025,0.025,0.025,0.633082,0.975,0.240746
Biplane,m1125.obj,599,1074,"Triangles",0.025,0.025,0.025,0.799082,0.975,0.274375
Biplane,m1126.obj,860,1620,"Triangles",0.025,0.025,0.025,0.788134,0.975,0.236106
Biplane,m1127.obj,445,794,"Triangles",0.025,0.025,0.025,0.811053,0.975,0.219704
Biplane,m1128.obj,844,1572,"Triangles",0.025,0.025,0.025,0.975,0.967087,0.241951
Biplane,m1129.obj,4072,7848,"Triangles",0.025,0.025,0.025,0.975,0.346551,0.699508
Biplane,m1131.obj,482,1020,"Triangles",0.025,0.025,0.025,0.705618,0.975,0.196732
Biplane,m1132.obj,1168,2152,"Triangles",0.025,0.025,0.025,0.7227,0.975,0.209765
Biplane,m1133.obj,759,1414,"Triangles",0.025,0.025,0.025,0.769747,0.975,0.311217
Biplane,m1134.obj,426,768,"Triangles",0.025,0.025,0.025,0.542388,0.975,0.1732
Biplane,m1135.obj,383,630,"Triangles",0.025,0.025,0.025,0.545907,0.975,0.181047
Biplane,m1136.obj,1187,2230,"Triangles",0.025,0.025,0.025,0.559108,0.975,0.233333
Biplane,m1137.obj,495,838,"Triangles",0.025,0.025,0.025,0.461983,0.975,0.199618
Biplane,m1138.obj,2649,4946,"Triangles",0.052495,0.025,0.025,0.975,0.907034,0.377887
Biplane,m1139.obj,4478,7292,"Triangles",0.025,0.025,0.025,0.647434,0.975,0.274384
Biplane,m1141.obj,16187,31342,"Triangles",0.025,0.025,0.025,0.975,0.310844,0.62003
Biplane,m1143.obj,4823,8634,"Triangles",0.025,0.025,0.025,0.504495,0.975,0.209713
Biplane,m1144.obj,5264,9516,"Triangles",0.025,0.025,0.025,0.975,0.716901,0.291304
Biplane,m1146.obj,2356,4260,"Triangles",0.025,0.025,0.025,0.88836,0.32216,0.975
Bird,D00089.obj,365,666,"Triangles",-1.16401,-0.562623,-0.314817,0.785119,0.507858,0.154772
Bird,D00113.obj,19540,38120,"Triangles",-0.989781,-0.565778,-0.557952,0.729676,0.957181,0.602622
Bird,D00164.obj,12669,22270,"Triangles",-0.692378,-0.498351,-0.400888,1.18953,0.598524,0.105716
Bird,D00234.obj,1689,3238,"Triangles",-0.928219,-0.966801,-0.185647,0.947521,0.625768,0.258145
Bird,D00271.obj,18622,34576,"Triangles",-1.17434,-0.67701,-0.192772,0.735516,0.633247,0.20922
Bird,D00284.obj,14949,29410,"Triangles",-1.17688,-0.422644,-0.266977,0.723095,0.608828,0.202101
Bird,D00323.obj,330,584,"Triangles",-0.777682,-0.188336,-0.049014,1.19869,0.343315,0.043661
Bird,D00386.obj,2308,4404,"Triangles",-1.05762,-0.286252,-0.132731,0.810894,0.353767,0.073903
Bird,D00438.obj,2624,4948,"Triangles",-1.18694,-0.545674,-0.194944,0.786275,0.371307,0.064915
Bird,D00442.obj,12304,23260,"Triangles",-0.874312,-0.617021,-0.37487,0.911395,0.504857,0.525607
Bird,D00546.obj,1889,3122,"Triangles",-1.23614,-0.288082,-0.248996,0.715362,0.408477,0.150496
Bird,D00599.obj,2630,4960,"Triangles",-1.20739,-0.452237,-0.05299,0.749861,0.290011,0.157614
Bird,D00625.obj,1362,2324,"Triangles",-0.757887,-0.803401,-0.705727,1.14986,0.63741,0.286246
Bird,D00689.obj,3993,7418,"Triangles",-1.17894,-0.377306,-0.199,0.767141,0.24427,0.340818
Bird,D00736.obj,5394,10240,"Triangles",-1.17942,-0.462894,-0.198137,0.798489,0.49027,0.084683
Bird,D00762.obj,1116,2184,"Triangles",-1.0453,-0.723664,-0.387123,0.749594,0.858881,0.264739
Bird,D00862.obj,1359,2314,"Triangles",-0.750402,-0.536856,-0.406756,1.22133,0.40871,0.099096
Bird,D00922.obj,1359,2574,"Triangles",-0.724867,-0.536531,-0.391794,1.03105,0.78013,0.503437
Bird,D00961.obj,2065,3874,"Triangles",-1.19013,-0.684328,-0.061147,0.793,0.444631,0.192211
Bird,D00999.obj,603,1066,"Triangles",-1.23089,-0.317419,-0.093164,0.765237,0.37941,0.178191
Bird,m28.obj,7512,14436,"Triangles",0.025,0.025,0.025,0.468681,0.578224,0.975
Bird,m29.obj,3882,7472,"Triangles",0.025,0.025,0.025,0.346738,0.914682,0.975
Bird,m30.obj,620,1112,"Triangles",0.025,0.025,0.025,0.35945,0.524749,0.975
Bird,m31.obj,2194,4216,"Triangles",0.025,0.025,0.025,0.500847,0.975,0.514588
Bird,m32.obj,1505,2846,"Triangles",0.025,0.025,0.025,0.382772,0.658333,0.975
Bird,m33.obj,4028,7728,"Triangles",0.025,0.025,0.025,0.541498,0.692456,0.975
Bird,m34.obj,329,626,"Triangles",0.025,0.025,0.025,0.975,0.257154,0.544293
Bird,m35.obj,849,1654,"Triangles",0.025,0.025,0.025,0.792373,0.63608,0.975
Bird,m36.obj,1290,3004,"Triangles",0.025,0.025,0.025,0.944541,0.808922,0.975
Bird,m37.obj,793,1498,"Triangles",0.025,0.025,0.025,0.975,0.437258,0.746203
Bird,m38.obj,820,1376,"Triangles",0.025,0.025,0.025,0.975,0.260681,0.292609
Bird,m39.obj,842,1508,"Triangles",0.025,0.025,0.025,0.883574,0.975,0.259557
Bird,m40.obj,3979,7414,"Triangles",0.025,0.025,0.025,0.975,0.284845,0.347879
Bird,m41.obj,2616,5004,"Triangles",0.025,0.025,0.025,0.975,0.147249,0.467716
Bird,m42.obj,310,448,"Triangles",0.025,0.025,0.025,0.975,0.210109,0.497043
Bird,m43.obj,64,100,"Triangles",0.025,0.025,0.025,0.927106,0.606166,0.975
Bird,m44.obj,617,1186,"Triangles",0.025,0.025,0.025,0.975,0.458833,0.2663
Bird,m45.obj,18312,36204,"Triangles",0.025,0.025,0.025,0.975,0.290348,0.486435
Bird,m47.obj,139,222,"Triangles",0.025,0.025,0.025,0.695803,0.148154,0.975
Bird,m48.obj,483,942,"Triangles",0.025,0.025,0.025,0.488025,0.456093,0.975
Bird,m49.obj,2629,5038,"Triangles",0.025,0.025,0.025,0.975,0.800992,0.691101
Bird,m50.obj,125,230,"Triangles",0.025,0.025,0.025,0.406048,0.564283,0.975
Bird,m51.obj,310,704,"Triangles",0.025,0.025,0.025,0.975,0.479684,0.551688
Bird,m52.obj,295,670,"Triangles",0.025,0.025,0.025,0.975,0.620667,0.909953
Bookset,D01009.obj,2159,4302,"Triangles",0,0,0,0.42,0.26,0.27
Bookset,D01013.obj,1092,1632,"Triangles",-0.050712,0.207686,0,0.215194,0.665613,0.2798
Bookset,D01030.obj,1026,1820,"Triangles",0,0,0,0.421721,0.306934,0.347472
Bookset,D01038.obj,10993,21926,"Triangles",4.96971,3.42497,0.37465,5.19411,4.39184,0.73787
Bookset,D01042.obj,2257,4138,"Triangles",-1.91085,0.678389,-0.056548,-1.67317,0.885973,0.221452
Bookset,D01050.obj,691,1238,"Triangles",0,0,0,0.275274,0.28956,0.318973
Bookset,D01065.obj,1188,1836,"Triangles",3.38712,0.448335,-0.0004,3.88854,0.714241,0.2794
Bookset,D01078.obj,5709,10930,"Triangles",0.273999,0.229734,0,0.580868,0.350384,0.17145
Bookset,D01096.obj,2374,3996,"Triangles",0,0,0,0.534848,0.29726,0.300496
Bookset,D01108.obj,7522,13896,"Triangles",0.172598,0.055124,1.61645,0.333604,0.453997,1.88956
Bookset,D01109.obj,5720,10928,"Triangles",0,0,0,0.21717,0.306869,0.269177
Bookset,D01110.obj,831,1478,"Triangles",0,0,0,0.268736,0.28956,0.347472
Bookset,D01122.obj,556,992,"Triangles",0,-0.020638,0,0.198004,0.105497,0.145403
Bookset,D01135.obj,6667,13086,"Triangles",-0.321083,-0.215404,-0.009347,10.1815,4.38127,5.03626
Bookset,D01146.obj,7413,13934,"Triangles",2.26339,2.04349,0,2.53892,2.3333,0.318973
Bookset,D01182.obj,741,1298,"Triangles",-0.108086,0.013947,0,0.072563,0.246285,0.24173
Bookset,D01183.obj,3600,5756,"Triangles",1.03899,-0.216593,-8.1e-05,2.95549,0.965678,1.73271
Bookset,D01184.obj,961,1826,"Triangles",0,-0,0,0.191003,0.230709,0.326618
Bookset,D01190.obj,11493,21210,"Triangles",-1.3e-05,-2.41123,0.041233,0.164425,-1.67663,0.316375
Bookset,D01199.obj,1176,2204,"Triangles",0,0,-0.233235,13.5218,7.62756,7.39281
Bottle,D00020.obj,971,2230,"Triangles",-0.790026,-0.214855,-0.229202,0.882518,0.221754,0.192811
Bottle,D00123.obj,1067,2214,"Triangles",-0.785998,-0.272641,-0.188644,0.781472,0.122641,0.175108
Bottle,D00139.obj,2651,5186,"Triangles",-0.918061,-0.211906,-0.194712,0.728216,0.193114,0.203996
Bottle,D00166.obj,23896,47704,"Triangles",-0.815243,-0.387408,-0.272684,0.919484,0.446434,0.283991
Bottle,D00176.obj,7697,15322,"Triangles",-0.718902,-0.22924,-0.268809,0.987358,0.32021,0.262583
Bottle,D00208.obj,2099,4078,"Triangles",-0.951203,-0.268748,-0.243702,0.75863,0.267936,0.250368
Bottle,D00281.obj,1347,2514,"Triangles",-0.803887,-0.328824,-0.284716,0.904402,0.192929,0.233906
Bottle,D00311.obj,885,1634,"Triangles",-0.831219,-0.338461,-0.336791,0.878387,0.349036,0.344165
Bottle,D00347.obj,2426,4856,"Triangles",-1.01519,-0.171,-0.213249,0.565986,0.262845,0.218416
Bottle,D00350.obj,569,1258,"Triangles",-0.894669,-0.219912,-0.214901,0.867081,0.226588,0.262761
Bottle,D00390.obj,1499,3018,"Triangles",-0.598016,-0.500791,-0.411989,0.998903,0.328432,0.406055
Bottle,D00451.obj,12449,21230,"Triangles",-0.608839,-0.461541,-0.356345,0.952938,0.284476,0.333426
Bottle,D00679.obj,14925,27878,"Triangles",-0.906925,-0.229951,-0.271177,0.809482,0.305606,0.25847
Bottle,D00696.obj,14996,28548,"Triangles",-1.0443,-0.155084,-0.20046,0.652995,0.302059,0.209835
Bottle,D00711.obj,192,380,"Triangles",-0.859195,-0.381496,-0.401455,1.04485,0.461388,0.427899
Bottle,D00716.obj,446,1136,"Triangles",-0.881118,-0.445327,-0.163849,0.954585,0.519924,0.155909
Bottle,D00892.obj,3096,5584,"Triangles",-0.674448,-0.151915,-0.214476,1.01623,0.287525,0.213408
Bottle,D00940.obj,872,1680,"Triangles",-1.07424,-0.303107,-0.398902,0.731591,0.475795,0.372505
Bottle,D00959.obj,512,1004,"Triangles",-0.808843,-0.275198,-0.198302,0.69574,0.10899,0.186067
Bottle,m482.obj,647,1250,"Triangles",0.025,0.025,0.025,0.289643,0.975,0.292987
Bottle,m483.obj,372,804,"Triangles",0.025,0.025,0.025,0.261391,0.975,0.261391
Bottle,m484.obj,552,1048,"Triangles",0.025,0.025,0.025,0.288882,0.975,0.28906
Bottle,m485.obj,631,1222,"Triangles",0.025,0.025,0.025,0.289643,0.975,0.289643
Bottle,m486.obj,2328,4576,"Triangles",0.025,0.025,0.025,0.301499,0.975,0.302639
Bottle,m487.obj,209,374,"Triangles",0.025,0.025,0.025,0.313404,0.975,0.313404
Bottle,m488.obj,144,340,"Triangles",0.025,0.025,0.025,0.975,0.375332,0.375214
Bottle,m489.obj,643,1246,"Triangles",0.025,0.025,0.025,0.343244,0.975,0.328845
Bottle,m490.obj,683,1330,"Triangles",0.025,0.025,0.025,0.363345,0.975,0.363345
Bottle,m491.obj,544,1096,"Triangles",0.025,0.025,0.025,0.549945,0.975,0.465025
Bottle,m492.obj,442,824,"Triangles",0.025,0.025,0.025,0.295008,0.295005,0.975
BuildingNonResidential,m382.obj,392,624,"Triangles",0.025,0.025,0.025,0.944817,0.670641,0.975
BuildingNonResidential,m383.obj,3686,7008,"Triangles",0.025,0.025,0.025,0.63328,0.975,0.588135
BuildingNonResidential,m384.obj,4630,7688,"Triangles",0.025,0.025,0.025,0.975,0.289902,0.871086
BuildingNonResidential,m385.obj,930,1532,"Triangles",0.025,0.025,0.025,0.899,0.975,0.626562
BuildingNonResidential,m386.obj,875,1638,"Triangles",0.025,0.025,0.025,0.950794,0.975,0.940744
